beta,target_idx,target_seed,repeat,repeat_seed,algorithm,fitness_variant,fidelity,gate_count
0.1,16,58,2,58002,SA,standard,0.2503495587319302,1
0.1,16,58,2,58002,EA,floor,0.3473290907881791,5
0.1,16,58,2,58002,SA,floor,0.009857080238643859,2
0.1,17,59,0,59000,EA,standard,0.17497408004530998,1
0.1,17,59,0,59000,SA,standard,0.17719331360453974,1
0.1,17,59,0,59000,EA,floor,0.3698861104806167,6
0.1,17,59,0,59000,SA,floor,0.002760555363823809,10
0.1,17,59,1,59001,EA,standard,0.1657201055738542,1
0.1,17,59,1,59001,SA,standard,0.14929685950313226,1
0.1,17,59,1,59001,EA,floor,0.11086868154744023,9
0.1,17,59,1,59001,SA,floor,0.11086868154744023,9
0.1,17,59,2,59002,EA,standard,0.17513867778390577,1
0.1,17,59,2,59002,SA,standard,0.17259996327224575,1
0.1,17,59,2,59002,EA,floor,0.3263836632476317,5
0.1,17,59,2,59002,SA,floor,0.16124515424615637,2
0.1,18,60,0,60000,EA,standard,0.08470300524043267,1
0.1,18,60,0,60000,SA,standard,0.08393883387409873,1
0.1,18,60,0,60000,EA,floor,0.08304911689723439,3
0.1,18,60,0,60000,SA,floor,0.08304911689723439,3
0.1,18,60,1,60001,EA,standard,0.08393883387409873,1
0.1,18,60,1,60001,SA,standard,0.08393883387409873,1
0.1,18,60,1,60001,EA,floor,0.3742051674520683,14
0.1,18,60,1,60001,SA,floor,0.04130025911136125,1
0.1,18,60,2,60002,EA,standard,0.08393883387409873,1
0.1,18,60,2,60002,SA,standard,0.08440449652165154,1
0.1,18,60,2,60002,EA,floor,0.3057902199175261,10
0.1,18,60,2,60002,SA,floor,0.03734474660287215,13
0.1,19,61,0,61000,EA,standard,0.35986507558886544,3
0.1,19,61,0,61000,SA,standard,0.09471339115010766,1
0.1,19,61,0,61000,EA,floor,0.39875738884198836,3
0.1,19,61,0,61000,SA,floor,0.017707065596215665,1
0.1,19,61,1,61001,EA,standard,0.09482316285476398,1
0.1,19,61,1,61001,SA,standard,0.0928437271830945,1
0.1,19,61,1,61001,EA,floor,0.42763605709056995,3
0.1,19,61,1,61001,SA,floor,0.3542501101347538,5
0.1,19,61,2,61002,EA,standard,0.09420072219328346,1
0.1,19,61,2,61002,SA,standard,0.09374686591940021,1
0.1,19,61,2,61002,EA,floor,0.37732761445926655,4
0.1,19,61,2,61002,SA,floor,0.34937153163783796,4
0.15,0,42,0,42000,EA,standard,0.17729414619664896,1
0.15,0,42,0,42000,SA,standard,0.17256088626418192,1
0.15,0,42,0,42000,EA,floor,0.38518056665985556,3
0.15,0,42,0,42000,SA,floor,0.015530239755973431,9
0.15,0,42,1,42001,EA,standard,0.17342659005436234,1
0.15,0,42,1,42001,SA,standard,0.17781564500172437,1
0.15,0,42,1,42001,EA,floor,0.3084812710662893,5
0.15,0,42,1,42001,SA,floor,0.11736921673288786,10
0.15,0,42,2,42002,EA,standard,0.1778509064543762,1
0.15,0,42,2,42002,SA,standard,0.17753794745895712,1
0.15,0,42,2,42002,EA,floor,0.3089890220142106,6
0.15,0,42,2,42002,SA,floor,0.06812843827644126,13
0.15,1,43,0,43000,EA,standard,0.23601990729794833,1
0.15,1,43,0,43000,SA,standard,0.2361751955939629,1
0.15,1,43,0,43000,EA,floor,0.30340010798483713,5
0.15,1,43,0,43000,SA,floor,0.40643743517162256,5
0.15,1,43,1,43001,EA,standard,0.244192853944015,1
0.15,1,43,1,43001,SA,standard,0.24012707218037405,1
0.15,1,43,1,43001,EA,floor,0.3709169996503292,3
0.15,1,43,1,43001,SA,floor,0.0309063421399519,9
0.15,1,43,2,43002,EA,standard,0.24420035937676735,1
0.15,1,43,2,43002,SA,standard,0.23252238015329285,1
0.15,1,43,2,43002,EA,floor,0.30758284106945805,3
0.15,1,43,2,43002,SA,floor,0.31852121654048515,7
0.15,2,44,0,44000,EA,standard,0.262148282826715,1
0.15,2,44,0,44000,SA,standard,0.262148282826715,1
0.15,2,44,0,44000,EA,floor,0.3913491553100587,3
0.15,2,44,0,44000,SA,floor,0.008579940874322128,15
0.15,2,44,1,44001,EA,standard,0.2757204343114938,1
0.15,2,44,1,44001,SA,standard,0.262148282826715,1
0.15,2,44,1,44001,EA,floor,0.31367385343322224,2
0.15,2,44,1,44001,SA,floor,0.3420106948903268,7
0.15,2,44,2,44002,EA,standard,0.27751223880961984,1
0.15,2,44,2,44002,SA,standard,0.2732065277656551,1
0.15,2,44,2,44002,EA,floor,0.3891355111053769,3
0.15,2,44,2,44002,SA,floor,0.02992981371411502,11
0.15,3,45,0,45000,EA,standard,0.1530869081146887,1
0.15,3,45,0,45000,SA,standard,0.1501620778859146,1
0.15,3,45,0,45000,EA,floor,0.4350666805113659,7
0.15,3,45,0,45000,SA,floor,0.4142332976213048,4
0.15,3,45,1,45001,EA,standard,0.15340335976611885,1
0.15,3,45,1,45001,SA,standard,0.14914127371243877,1
0.15,3,45,1,45001,EA,floor,0.4357106776631452,7
0.15,3,45,1,45001,SA,floor,0.012590097754562418,12
0.15,3,45,2,45002,EA,standard,0.15373518225382207,1
0.15,3,45,2,45002,SA,standard,0.15581111820327187,1
0.15,3,45,2,45002,EA,floor,0.3161474942347432,3
0.15,3,45,2,45002,SA,floor,0.3704221098058975,10
0.15,4,46,0,46000,EA,standard,0.10906933159023255,1
0.15,4,46,0,46000,SA,standard,0.10440372489351525,1
0.15,4,46,0,46000,EA,floor,0.30236537634674393,5
0.15,4,46,0,46000,SA,floor,0.3469333537619009,9
0.15,4,46,1,46001,EA,standard,0.10894360283300861,1
0.15,4,46,1,46001,SA,standard,0.10547804394200602,1
0.15,4,46,1,46001,EA,floor,0.3768419636058941,3
0.15,4,46,1,46001,SA,floor,0.03651266168229578,2
0.15,4,46,2,46002,EA,standard,0.10796132277917907,1
0.15,4,46,2,46002,SA,standard,0.10868213433782846,1
0.15,4,46,2,46002,EA,floor,0.3998338972756577,3
0.15,4,46,2,46002,SA,floor,0.050481067839332164,1
0.15,5,47,0,47000,EA,standard,0.17600552716329765,1
0.15,5,47,0,47000,SA,standard,0.17600552716329765,1
0.15,5,47,0,47000,EA,floor,0.32724395994546507,3
0.15,5,47,0,47000,SA,floor,0.08079824860929424,2
0.15,5,47,1,47001,EA,standard,0.17600552716329765,1
0.15,5,47,1,47001,SA,standard,0.17600552716329765,1
0.15,5,47,1,47001,EA,floor,0.3184878064873557,3
0.15,5,47,1,47001,SA,floor,0.057871845761868074,9
0.15,5,47,2,47002,EA,standard,0.17600552716329765,1
0.15,5,47,2,47002,SA,standard,0.17672989007899,1
0.15,5,47,2,47002,EA,floor,0.3090165107395148,7
0.15,5,47,2,47002,SA,floor,0.3224965825309996,5
0.15,6,48,0,48000,EA,standard,0.11440767867706907,1
0.15,6,48,0,48000,SA,standard,0.11451090821524117,1
0.15,6,48,0,48000,EA,floor,0.3549401602918586,6
0.15,6,48,0,48000,SA,floor,0.3703222546222663,5
0.15,6,48,1,48001,EA,standard,0.1145009344145789,1
0.15,6,48,1,48001,SA,standard,0.11440767867706907,1
0.15,6,48,1,48001,EA,floor,0.41553631969977084,4
0.15,6,48,1,48001,SA,floor,0.3704890696825564,8
0.15,6,48,2,48002,EA,standard,0.11440767867706907,1
0.15,6,48,2,48002,SA,standard,0.11440767867706907,1
0.15,6,48,2,48002,EA,floor,0.3444717012069921,3
0.15,6,48,2,48002,SA,floor,0.0008317851363453628,4
0.15,7,49,0,49000,EA,standard,0.06591024045014471,1
0.15,7,49,0,49000,SA,standard,0.06697018320721085,1
0.15,7,49,0,49000,EA,floor,0.4018503369814686,3
0.15,7,49,0,49000,SA,floor,0.32154214705260775,4
0.15,7,49,1,49001,EA,standard,0.06695180163878824,1
0.15,7,49,1,49001,SA,standard,0.06451768136087366,1
0.15,7,49,1,49001,EA,floor,0.3268683034544268,7
0.15,7,49,1,49001,SA,floor,0.3963053079893512,3
0.15,7,49,2,49002,EA,standard,0.22825991876432938,2
0.15,7,49,2,49002,SA,standard,0.06696500313470025,1
0.15,7,49,2,49002,EA,floor,0.40033159567911775,5
0.15,7,49,2,49002,SA,floor,0.31538520618826255,8
0.15,8,50,0,50000,EA,standard,0.5186988922686796,3
0.15,8,50,0,50000,SA,standard,0.32586022988618857,2
0.15,8,50,0,50000,EA,floor,0.3374426274764716,2
0.15,8,50,0,50000,SA,floor,0.531278314934616,4
0.15,8,50,1,50001,EA,standard,0.336519099565915,2
0.15,8,50,1,50001,SA,standard,0.3120863295460979,2
0.15,8,50,1,50001,EA,floor,0.49104062878854876,3
0.15,8,50,1,50001,SA,floor,0.4958728210117008,6
0.15,8,50,2,50002,EA,standard,0.3695704245712254,2
0.15,8,50,2,50002,SA,standard,0.28891847980246516,2
0.15,8,50,2,50002,EA,floor,0.36354385821356006,2
0.15,8,50,2,50002,SA,floor,0.39450254987191136,8
0.15,9,51,0,51000,EA,standard,0.10238109280741042,1
0.15,9,51,0,51000,SA,standard,0.10666866605163308,1
0.15,9,51,0,51000,EA,floor,0.3344496728493095,3
0.15,9,51,0,51000,SA,floor,0.0051935604439084905,4
0.15,9,51,1,51001,EA,standard,0.09753226195471082,1
0.15,9,51,1,51001,SA,standard,0.10101287128700683,1
0.15,9,51,1,51001,EA,floor,0.3672832252638366,8
0.15,9,51,1,51001,SA,floor,0.059209122025498245,5
0.15,9,51,2,51002,EA,standard,0.10441872126989325,1
0.15,9,51,2,51002,SA,standard,0.09809383446399439,1
0.15,9,51,2,51002,EA,floor,0.30840266519360987,3
0.15,9,51,2,51002,SA,floor,0.015243370345586336,12
0.15,10,52,0,52000,EA,standard,0.2984711320133905,1
0.15,10,52,0,52000,SA,standard,0.3121610441935573,3
0.15,10,52,0,52000,EA,floor,0.30030532039716856,1
0.15,10,52,0,52000,SA,floor,0.3509497480420855,2
0.15,10,52,1,52001,EA,standard,0.32564766308399457,1
0.15,10,52,1,52001,SA,standard,0.326625025298319,1
0.15,10,52,1,52001,EA,floor,0.3265258497481237,1
0.15,10,52,1,52001,SA,floor,0.012714576859168932,9
0.15,10,52,2,52002,EA,standard,0.32640087767854264,1
0.15,10,52,2,52002,SA,standard,0.28111667658597234,1
0.15,10,52,2,52002,EA,floor,0.3450746731954482,2
0.15,10,52,2,52002,SA,floor,0.32026789533874245,8
0.15,11,53,0,53000,EA,standard,0.43242025410448265,2
0.15,11,53,0,53000,SA,standard,0.5224859902154169,6
0.15,11,53,0,53000,EA,floor,0.5674354091070871,3
0.15,11,53,0,53000,SA,floor,0.38452751031190513,2
0.15,11,53,1,53001,EA,standard,0.38706077793366317,2
0.15,11,53,1,53001,SA,standard,0.5138061822023954,3
0.15,11,53,1,53001,EA,floor,0.4174639458778993,2
0.15,11,53,1,53001,SA,floor,0.537847581914555,3
0.15,11,53,2,53002,EA,standard,0.3986241419448769,2
0.15,11,53,2,53002,SA,standard,0.38618519871511614,2
0.15,11,53,2,53002,EA,floor,0.6004181745383435,3
0.15,11,53,2,53002,SA,floor,0.5224552831500852,4
0.15,12,54,0,54000,EA,standard,0.15172385339307345,1
0.15,12,54,0,54000,SA,standard,0.1587543086098184,1
0.15,12,54,0,54000,EA,floor,0.5705308234060299,3
0.15,12,54,0,54000,SA,floor,0.0018737078138292619,1
0.15,12,54,1,54001,EA,standard,0.2889114192037923,2
0.15,12,54,1,54001,SA,standard,0.17107711982693755,1
0.15,12,54,1,54001,EA,floor,0.3767795978728656,3
0.15,12,54,1,54001,SA,floor,0.012232009146297053,7
0.15,12,54,2,54002,EA,standard,0.3526491225819384,2
0.15,12,54,2,54002,SA,standard,0.16265378592164337,1
0.15,12,54,2,54002,EA,floor,0.5484655468886643,3
0.15,12,54,2,54002,SA,floor,0.3084419196139834,12
0.15,13,55,0,55000,EA,standard,0.23512339639328642,1
0.15,13,55,0,55000,SA,standard,0.22225495875057397,1
0.15,13,55,0,55000,EA,floor,0.37717513283064075,4
0.15,13,55,0,55000,SA,floor,0.06598342053340164,5
0.15,13,55,1,55001,EA,standard,0.23586365560580505,1
0.15,13,55,1,55001,SA,standard,0.22117967063504146,1
0.15,13,55,1,55001,EA,floor,0.37248181588735874,3
0.15,13,55,1,55001,SA,floor,0.11408602836369719,13
0.15,13,55,2,55002,EA,standard,0.23595688965835868,1
0.15,13,55,2,55002,SA,standard,0.22275324899388388,1
0.15,13,55,2,55002,EA,floor,0.3334923823706679,7
0.15,13,55,2,55002,SA,floor,0.08982024751948489,13
0.15,14,56,0,56000,EA,standard,0.2444224111899686,1
0.15,14,56,0,56000,SA,standard,0.23736934442603758,1
0.15,14,56,0,56000,EA,floor,0.35068879245592327,11
0.15,14,56,0,56000,SA,floor,0.36502195961911105,9
0.15,14,56,1,56001,EA,standard,0.2661194724411404,1
0.15,14,56,1,56001,SA,standard,0.23178657985165269,1
0.15,14,56,1,56001,EA,floor,0.3141153136037559,2
0.15,14,56,1,56001,SA,floor,0.024819751653364124,4
0.15,14,56,2,56002,EA,standard,0.26290003568134507,1
0.15,14,56,2,56002,SA,standard,0.25175186261630056,1
0.15,14,56,2,56002,EA,floor,0.44725735342771616,4
0.15,14,56,2,56002,SA,floor,0.023976315989687663,11
0.15,15,57,0,57000,EA,standard,0.18750718804224897,1
0.15,15,57,0,57000,SA,standard,0.19281187267156624,1
0.15,15,57,0,57000,EA,floor,0.3243743663886058,3
0.15,15,57,0,57000,SA,floor,0.37995639887184113,5
0.15,15,57,1,57001,EA,standard,0.19173225030769395,1
0.15,15,57,1,57001,SA,standard,0.1929029531119395,1
0.15,15,57,1,57001,EA,floor,0.3058293159125681,3
0.15,15,57,1,57001,SA,floor,0.004083318427958977,5
0.15,15,57,2,57002,EA,standard,0.19523766579607704,1
0.15,15,57,2,57002,SA,standard,0.19555499082147154,1
0.15,15,57,2,57002,EA,floor,0.3053410534677842,2
0.15,15,57,2,57002,SA,floor,0.3394424881277972,3
0.15,16,58,0,58000,EA,standard,0.24152163101562324,1
0.15,16,58,0,58000,SA,standard,0.25027766076362157,1
0.15,16,58,0,58000,EA,floor,0.30293938541274573,10
0.15,16,58,0,58000,SA,floor,0.379489844343281,6
0.15,16,58,1,58001,EA,standard,0.25149672149855856,1
0.15,16,58,1,58001,SA,standard,0.20150359738243742,1
0.15,16,58,1,58001,EA,floor,0.4143017422090103,9
0.15,16,58,1,58001,SA,floor,0.013293220922594589,5
0.15,16,58,2,58002,EA,standard,0.24191736350824444,1
0.15,16,58,2,58002,SA,standard,0.2503495587319302,1
0.15,16,58,2,58002,EA,floor,0.3473290907881791,5
0.15,16,58,2,58002,SA,floor,0.009857080238643859,2
0.15,17,59,0,59000,EA,standard,0.17581297978232302,1
0.15,17,59,0,59000,SA,standard,0.17719331360453974,1
0.15,17,59,0,59000,EA,floor,0.3698861104806167,6
0.15,17,59,0,59000,SA,floor,0.002760555363823809,10
0.15,17,59,1,59001,EA,standard,0.1657201055738542,1
0.15,17,59,1,59001,SA,standard,0.14929685950313226,1
0.15,17,59,1,59001,EA,floor,0.11086868154744023,9
0.15,17,59,1,59001,SA,floor,0.11086868154744023,9
0.15,17,59,2,59002,EA,standard,0.17450063307497832,1
0.15,17,59,2,59002,SA,standard,0.17259996327224575,1
0.15,17,59,2,59002,EA,floor,0.3263836632476317,5
0.15,17,59,2,59002,SA,floor,0.16124515424615637,2
0.15,18,60,0,60000,EA,standard,0.08393883387409873,1
0.15,18,60,0,60000,SA,standard,0.08393883387409873,1
0.15,18,60,0,60000,EA,floor,0.08304911689723439,3
0.15,18,60,0,60000,SA,floor,0.08304911689723439,3
0.15,18,60,1,60001,EA,standard,0.08393883387409873,1
0.15,18,60,1,60001,SA,standard,0.08393883387409873,1
0.15,18,60,1,60001,EA,floor,0.3742051674520683,14
0.15,18,60,1,60001,SA,floor,0.04130025911136125,1
0.15,18,60,2,60002,EA,standard,0.08393883387409873,1
0.15,18,60,2,60002,SA,standard,0.08440449652165154,1
0.15,18,60,2,60002,EA,floor,0.3057902199175261,10
0.15,18,60,2,60002,SA,floor,0.03734474660287215,13
0.15,19,61,0,61000,EA,standard,0.09276288325209849,1
0.15,19,61,0,61000,SA,standard,0.09471339115010766,1
0.15,19,61,0,61000,EA,floor,0.39875738884198836,3
0.15,19,61,0,61000,SA,floor,0.017707065596215665,1
0.15,19,61,1,61001,EA,standard,0.09455402192721649,1
0.15,19,61,1,61001,SA,standard,0.0928437271830945,1
0.15,19,61,1,61001,EA,floor,0.42763605709056995,3
0.15,19,61,1,61001,SA,floor,0.3542501101347538,5
0.15,19,61,2,61002,EA,standard,0.08699183118757241,1
0.15,19,61,2,61002,SA,standard,0.08699183118757241,1
0.15,19,61,2,61002,EA,floor,0.37841923880648537,3
0.15,19,61,2,61002,SA,floor,0.34937153163783796,4
